epoch,batch,train_loss,train_accuracy
3,71,1.5394754,0.575
3,72,1.4790523,0.5576923076923077
4,73,1.0775124,0.73
4,74,1.0640911,0.705
4,75,1.1236681,0.695
4,76,1.125574,0.695
4,77,1.0622891,0.73
4,78,0.99509966,0.715
4,79,1.0390143,0.715
4,80,1.004933,0.7
4,81,1.0148298,0.735
4,82,1.0476223,0.67
4,83,0.94500077,0.745
4,84,0.89714706,0.76
4,85,0.8857447,0.76
4,86,0.8698961,0.775
4,87,0.99265504,0.685
4,88,0.91892517,0.73
4,89,1.0063418,0.67
4,90,0.95993334,0.6923076923076923
5,91,0.7046218,0.82
5,92,0.7350266,0.81
5,93,0.6216299,0.86
5,94,0.60525197,0.84
5,95,0.610577,0.835
5,96,0.47488117,0.91
5,97,0.45364848,0.915
5,98,0.5836413,0.84
5,99,0.51983505,0.855
5,100,0.497436,0.88
5,101,0.48474002,0.89
5,102,0.5790716,0.87
5,103,0.37523937,0.93
5,104,0.35535938,0.935
5,105,0.4039735,0.93
5,106,0.42042756,0.91
5,107,0.43372717,0.905
5,108,0.4433465,0.8653846153846154
6,109,0.24560513,0.965
6,110,0.23626524,0.97
6,111,0.2563259,0.955
6,112,0.2518693,0.965
6,113,0.27003124,0.95
6,114,0.27282512,0.945
6,115,0.231683,0.97
6,116,0.26073024,0.965
6,117,0.22302064,0.955
6,118,0.27616554,0.935
6,119,0.2771092,0.95
6,120,0.18390341,0.99
6,121,0.23204386,0.965
6,122,0.21562034,0.97
6,123,0.25154912,0.97
6,124,0.16781445,0.99
6,125,0.1859923,0.99
6,126,0.17830124,0.9807692307692307
7,127,0.11049468,1.0
7,128,0.11642452,0.99
7,129,0.14699425,0.98
7,130,0.10709215,0.99
7,131,0.1173187,0.995
7,132,0.12653287,0.99
7,133,0.11666987,0.995
7,134,0.11085954,0.995
7,135,0.109060414,0.985
7,136,0.110218026,0.99
7,137,0.10291201,1.0
7,138,0.1095892,0.995
7,139,0.09484195,1.0
7,140,0.10240919,0.995
7,141,0.091196336,1.0
7,142,0.08566723,0.995
7,143,0.07186377,1.0
7,144,0.10134991,0.9903846153846154
8,145,0.052290335,1.0
8,146,0.055218097,1.0
8,147,0.05544535,1.0
8,148,0.04313525,1.0
8,149,0.066393554,1.0
8,150,0.052995075,1.0
8,151,0.06432794,0.99
8,152,0.047036313,1.0
8,153,0.07062058,1.0
8,154,0.045632675,1.0
8,155,0.045576572,1.0
8,156,0.050251756,1.0
8,157,0.04561888,0.995
8,158,0.044932712,0.995
8,159,0.04318284,1.0
8,160,0.04503089,1.0
8,161,0.059750706,1.0
8,162,0.064031474,1.0
9,163,0.032373413,1.0
9,164,0.038861644,1.0
9,165,0.031484846,1.0
9,166,0.031210126,1.0
9,167,0.03247156,1.0
9,168,0.031651784,1.0
9,169,0.031874906,0.995
9,170,0.03543606,1.0
9,171,0.02734655,1.0
9,172,0.026135651,1.0
9,173,0.023138572,1.0
9,174,0.030947126,1.0
9,175,0.02886967,1.0
9,176,0.030158093,1.0
9,177,0.044241156,0.99
9,178,0.022183131,1.0
9,179,0.02864846,1.0
9,180,0.027016701,1.0
10,181,0.017965792,1.0
10,182,0.022198124,1.0
10,183,0.018528245,1.0
10,184,0.02172809,1.0
10,185,0.02695793,0.995
10,186,0.020619052,1.0
10,187,0.02137373,1.0
10,188,0.017343646,1.0
10,189,0.018586319,1.0
10,190,0.021207774,1.0
10,191,0.01773234,1.0
10,192,0.017879369,1.0
10,193,0.020096345,1.0
10,194,0.020483723,1.0
10,195,0.018710151,1.0
10,196,0.017963178,1.0
10,197,0.020002099,1.0
10,198,0.02308426,1.0
11,199,0.017034857,1.0
11,200,0.016201144,1.0
11,201,0.0142284455,1.0
11,202,0.015352368,1.0
11,203,0.015147233,1.0
11,204,0.015937667,1.0
11,205,0.016479202,1.0
11,206,0.015707955,1.0
11,207,0.016500134,1.0
11,208,0.016361056,1.0
11,209,0.013949591,1.0
11,210,0.01364369,1.0
11,211,0.015130308,1.0
11,212,0.013330111,1.0
11,213,0.015251953,1.0
11,214,0.013825209,1.0
11,215,0.015033191,1.0
11,216,0.019496381,1.0
12,217,0.013093518,1.0
12,218,0.013363641,1.0
12,219,0.013145471,1.0
12,220,0.012543183,1.0
12,221,0.0134647405,1.0
12,222,0.012618004,1.0
12,223,0.013844329,1.0
12,224,0.012451351,1.0
12,225,0.011580649,1.0
12,226,0.013793135,1.0
12,227,0.013499817,1.0
12,228,0.0120802615,1.0
12,229,0.01279286,1.0
12,230,0.011480695,1.0
12,231,0.013542479,1.0
12,232,0.012623924,1.0
12,233,0.013568406,1.0
12,234,0.017340885,1.0
13,235,0.011659994,1.0
13,236,0.011518547,1.0
13,237,0.012137493,1.0
13,238,0.011294422,1.0
13,239,0.011376599,1.0
13,240,0.0113968365,1.0
13,241,0.012220011,1.0
13,242,0.012187352,1.0
13,243,0.013005047,1.0
13,244,0.011494544,1.0
13,245,0.011027808,1.0
13,246,0.012173677,1.0
13,247,0.0110689495,1.0
13,248,0.012246069,1.0
13,249,0.010897721,1.0
13,250,0.01143224,1.0
13,251,0.011215311,1.0
13,252,0.0142508885,1.0
14,253,0.010387357,1.0
14,254,0.012566664,1.0
14,255,0.010430796,1.0
14,256,0.012456676,1.0
14,257,0.010063803,1.0
14,258,0.010435791,1.0
14,259,0.01069326,1.0
14,260,0.009914161,1.0
14,261,0.00985381,1.0
14,262,0.010176115,1.0
14,263,0.010580396,1.0
14,264,0.010003369,1.0
14,265,0.009830944,1.0
14,266,0.011038435,1.0
14,267,0.009051735,1.0
14,268,0.009415793,1.0
14,269,0.009375041,1.0
14,270,0.012517498,1.0
15,271,0.009867895,1.0
15,272,0.00968734,1.0
15,273,0.010057981,1.0
15,274,0.010244148,1.0
15,275,0.00960014,1.0
15,276,0.009852549,1.0
15,277,0.009937764,1.0
15,278,0.009339642,1.0
15,279,0.008779789,1.0
15,280,0.009713225,1.0
15,281,0.00933547,1.0
15,282,0.00907701,1.0
15,283,0.010254431,1.0
15,284,0.008930357,1.0
15,285,0.00850321,1.0
15,286,0.009324427,1.0
15,287,0.009126727,1.0
15,288,0.01301047,1.0
16,289,0.0085799955,1.0
16,290,0.011013865,1.0
16,291,0.008860683,1.0
16,292,0.008728164,1.0
16,293,0.008181422,1.0
16,294,0.00889289,1.0
16,295,0.009010826,1.0
16,296,0.009894038,1.0
16,297,0.009114317,1.0
16,298,0.008386841,1.0
16,299,0.008699377,1.0
16,300,0.009381987,1.0
16,301,0.008862799,1.0
16,302,0.008607781,1.0
16,303,0.008557114,1.0
16,304,0.008803982,1.0
16,305,0.00914514,1.0
16,306,0.010333295,1.0
17,307,0.008800974,1.0
17,308,0.009223517,1.0
17,309,0.007508501,1.0
17,310,0.009238921,1.0
17,311,0.008841045,1.0
17,312,0.008685138,1.0
17,313,0.008851068,1.0
17,314,0.009730806,1.0
17,315,0.008196161,1.0
17,316,0.009617892,1.0
17,317,0.008956876,1.0
17,318,0.007315943,1.0
17,319,0.009424578,1.0
17,320,0.008934142,1.0
17,321,0.008820119,1.0
17,322,0.008433837,1.0
17,323,0.008567812,1.0
17,324,0.012564414,1.0
18,325,0.0084377015,1.0
18,326,0.008358661,1.0
18,327,0.009642935,1.0
18,328,0.008257139,1.0
18,329,0.009132224,1.0
18,330,0.009084209,1.0
18,331,0.008055322,1.0
18,332,0.009130754,1.0
18,333,0.008780555,1.0
18,334,0.0071062613,1.0
18,335,0.007879281,1.0
18,336,0.009138204,1.0
18,337,0.00919687,1.0
18,338,0.008717381,1.0
18,339,0.0074225366,1.0
18,340,0.007815273,1.0
18,341,0.008752295,1.0
18,342,0.010726923,1.0
19,343,0.0077895443,1.0
19,344,0.0073474916,1.0
19,345,0.008073928,1.0
19,346,0.0075415545,1.0
19,347,0.008731081,1.0
19,348,0.007774627,1.0
19,349,0.008589928,1.0
19,350,0.008549079,1.0
19,351,0.0085006645,1.0
19,352,0.0074941306,1.0
19,353,0.007247486,1.0
19,354,0.008617195,1.0
19,355,0.007824347,1.0
19,356,0.00834827,1.0
19,357,0.0070483945,1.0
19,358,0.007936487,1.0
19,359,0.0077601033,1.0
19,360,0.0106036905,1.0
20,361,0.008707958,1.0
20,362,0.008184894,1.0
20,363,0.00642491,1.0
20,364,0.007828855,1.0
20,365,0.0077618193,1.0
20,366,0.007478824,1.0
20,367,0.008057269,1.0
20,368,0.008276821,1.0
20,369,0.0075786845,1.0
20,370,0.0071706385,1.0
20,371,0.007810526,1.0
20,372,0.007765017,1.0
20,373,0.007916906,1.0
20,374,0.007997967,1.0
20,375,0.0076823453,1.0
20,376,0.007704773,1.0
20,377,0.00766291,1.0
20,378,0.009549724,1.0
21,379,0.0069462536,1.0
21,380,0.0076778275,1.0
21,381,0.0075799124,1.0
21,382,0.008353028,1.0
21,383,0.00658401,1.0
21,384,0.007774902,1.0
21,385,0.007727942,1.0
21,386,0.007967922,1.0
21,387,0.007610119,1.0
21,388,0.006694025,1.0
21,389,0.0069815307,1.0
21,390,0.0074939583,1.0
21,391,0.0073864316,1.0
21,392,0.007625395,1.0
21,393,0.007171337,1.0
21,394,0.0076177395,1.0
21,395,0.007008731,1.0
21,396,0.009416983,1.0
22,397,0.006699862,1.0
22,398,0.006362998,1.0
22,399,0.0070605767,1.0
22,400,0.008004696,1.0
22,401,0.008318196,1.0
22,402,0.0069721844,1.0
22,403,0.007929798,1.0
22,404,0.00676656,1.0
22,405,0.008042376,1.0
22,406,0.0066475254,1.0
22,407,0.009211315,1.0
22,408,0.009304038,1.0
22,409,0.0074010366,1.0
22,410,0.0072861,1.0
22,411,0.0076442854,1.0
22,412,0.0065544634,1.0
22,413,0.0074090934,1.0
22,414,0.008628554,1.0
23,415,0.007313472,1.0
23,416,0.006961535,1.0
23,417,0.00733555,1.0
23,418,0.006742716,1.0
23,419,0.006520534,1.0
23,420,0.0073973495,1.0
23,421,0.007999003,1.0
23,422,0.0072529074,1.0
23,423,0.0071793045,1.0
23,424,0.007979333,1.0
23,425,0.007555841,1.0
23,426,0.0073002498,1.0
23,427,0.0072156447,1.0
23,428,0.00791095,1.0
23,429,0.0073695714,1.0
23,430,0.0064364034,1.0
23,431,0.0071674283,1.0
23,432,0.0070768474,1.0
24,433,0.006286893,1.0
24,434,0.0066584493,1.0
24,435,0.0065029142,1.0
24,436,0.007271627,1.0
24,437,0.0074758586,1.0
24,438,0.006626485,1.0
24,439,0.0063811345,1.0
24,440,0.00644108,1.0
24,441,0.007424456,1.0
24,442,0.0069781635,1.0
24,443,0.0069337185,1.0
24,444,0.007143493,1.0
24,445,0.007103151,1.0
24,446,0.006948528,1.0
24,447,0.0073721814,1.0
24,448,0.0073366193,1.0
24,449,0.008896209,1.0
24,450,0.010897888,1.0
25,451,0.0066672782,1.0
25,452,0.007572579,1.0
25,453,0.006750222,1.0
25,454,0.006994249,1.0
25,455,0.0072395997,1.0
25,456,0.006208942,1.0
25,457,0.00725963,1.0
25,458,0.0070170034,1.0
25,459,0.0063404227,1.0
25,460,0.0060615484,1.0
25,461,0.0071080085,1.0
25,462,0.007649226,1.0
25,463,0.0069814255,1.0
25,464,0.007964263,1.0
25,465,0.0069719893,1.0
25,466,0.0077573042,1.0
25,467,0.0067346627,1.0
25,468,0.0100264335,1.0
26,469,0.008460904,1.0
26,470,0.006717388,1.0
26,471,0.0072826175,1.0
26,472,0.0065306337,1.0
26,473,0.0065063946,1.0
26,474,0.007013431,1.0
26,475,0.008965866,1.0
26,476,0.0067287292,1.0
26,477,0.0063542826,1.0
26,478,0.006899823,1.0
26,479,0.0067304526,1.0
26,480,0.0069862823,1.0
26,481,0.0069099325,1.0
26,482,0.006719813,1.0
26,483,0.00678023,1.0
26,484,0.006410852,1.0
26,485,0.0068399245,1.0
26,486,0.009843999,1.0
27,487,0.0070911883,1.0
27,488,0.0071368106,1.0
27,489,0.0070314496,1.0
27,490,0.007202872,1.0
27,491,0.0069786566,1.0
27,492,0.007207853,1.0
27,493,0.0069503356,1.0
27,494,0.006933896,1.0
27,495,0.006320521,1.0
27,496,0.006705165,1.0
27,497,0.006556581,1.0
27,498,0.00832108,1.0
27,499,0.006597473,1.0
27,500,0.006536119,1.0
27,501,0.0067708045,1.0
27,502,0.005873023,1.0
27,503,0.0068395375,1.0
27,504,0.0075753313,1.0
28,505,0.0070805447,1.0
28,506,0.007780518,1.0
28,507,0.0070951628,1.0
28,508,0.006992181,1.0
28,509,0.0065270746,1.0
28,510,0.007292437,1.0
28,511,0.006098126,1.0
28,512,0.0062231463,1.0
28,513,0.0069130985,1.0
28,514,0.006202861,1.0
28,515,0.006649211,1.0
28,516,0.006588016,1.0
28,517,0.006519021,1.0
28,518,0.006547487,1.0
28,519,0.00636942,1.0
28,520,0.0070406524,1.0
28,521,0.006720602,1.0
28,522,0.0073008146,1.0
29,523,0.006092239,1.0
29,524,0.0063707316,1.0
29,525,0.0066978675,1.0
29,526,0.0064916126,1.0
29,527,0.0060033444,1.0
29,528,0.0064937156,1.0
29,529,0.0072282613,1.0
29,530,0.007102949,1.0
29,531,0.0063556074,1.0
29,532,0.0068070106,1.0
29,533,0.007304439,1.0
29,534,0.006948455,1.0
29,535,0.0065517956,1.0
29,536,0.008214679,1.0
29,537,0.00711579,1.0
29,538,0.0057871994,1.0
29,539,0.006577253,1.0
29,540,0.00843715,1.0
30,541,0.0061740577,1.0
30,542,0.006365303,1.0
30,543,0.0068972325,1.0
30,544,0.0066151517,1.0
30,545,0.0066110296,1.0
30,546,0.00648386,1.0
30,547,0.0066620074,1.0
30,548,0.0061073625,1.0
30,549,0.0061539183,1.0
30,550,0.0063079856,1.0
30,551,0.0062476182,1.0
30,552,0.0063996734,1.0
30,553,0.006272152,1.0
30,554,0.006291422,1.0
30,555,0.0066647055,1.0
30,556,0.006370649,1.0
30,557,0.0066233897,1.0
30,558,0.007489696,1.0
1,559,0.006277251,1.0
1,560,0.00624017,1.0
1,561,0.006835872,1.0
1,562,0.0076395366,1.0
1,563,0.006383239,1.0
1,564,0.006954259,1.0
1,565,0.0061987573,1.0
1,566,0.006984626,1.0
1,567,0.0068026413,1.0
1,568,0.006206333,1.0
1,569,0.007221077,1.0
1,570,0.0065470147,1.0
1,571,0.0061646523,1.0
1,572,0.0060302,1.0
1,573,0.006066093,1.0
1,574,0.0062327073,1.0
1,575,0.0055431332,1.0
1,576,0.008182548,1.0
2,577,0.0061993306,1.0
2,578,0.0066775396,1.0
2,579,0.007257485,1.0
2,580,0.0065828566,1.0
2,581,0.006197502,1.0
2,582,0.0060546156,1.0
2,583,0.0066981465,1.0
2,584,0.0070639728,1.0
2,585,0.0058633243,1.0
2,586,0.007010241,1.0
2,587,0.0059524993,1.0
2,588,0.005958462,1.0
2,589,0.0059574055,1.0
2,590,0.006261548,1.0
2,591,0.005834657,1.0
2,592,0.0066044168,1.0
2,593,0.00595268,1.0
2,594,0.009193635,1.0
3,595,0.006857664,1.0
3,596,0.0060679833,1.0
3,597,0.0075895707,1.0
3,598,0.006053247,1.0
3,599,0.005651203,1.0
3,600,0.0066962056,1.0
3,601,0.007638474,1.0
3,602,0.006401135,1.0
3,603,0.006730056,1.0
3,604,0.0060636885,1.0
3,605,0.0064383233,1.0
3,606,0.007745767,1.0
3,607,0.0059889215,1.0
3,608,0.0066590635,1.0
3,609,0.005947438,1.0
3,610,0.006495389,1.0
3,611,0.0057735634,1.0
3,612,0.0073796045,1.0
4,613,0.006322593,1.0
4,614,0.0063668056,1.0
4,615,0.0061566364,1.0
4,616,0.006638148,1.0
4,617,0.006206789,1.0
4,618,0.005867454,1.0
4,619,0.00639537,1.0
4,620,0.0064212885,1.0
4,621,0.0060124127,1.0
4,622,0.005878404,1.0
4,623,0.0062466417,1.0
4,624,0.0064758267,1.0
4,625,0.007281596,1.0
4,626,0.0058484157,1.0
4,627,0.0060847714,1.0
4,628,0.0061548585,1.0
4,629,0.0064925957,1.0
4,630,0.0082116015,1.0
5,631,0.0064638173,1.0
5,632,0.0069938814,1.0
5,633,0.00598182,1.0
5,634,0.007048087,1.0
5,635,0.006095833,1.0
5,636,0.0065695257,1.0
5,637,0.0068456493,1.0
5,638,0.006293496,1.0
5,639,0.007100489,1.0
5,640,0.006400151,1.0
5,641,0.0059461724,1.0
5,642,0.0057598506,1.0
5,643,0.0065250546,1.0
5,644,0.008436499,1.0
5,645,0.0065344786,1.0
5,646,0.005969503,1.0
5,647,0.005860012,1.0
5,648,0.0071080467,1.0
6,649,0.006208075,1.0
6,650,0.0062169256,1.0
6,651,0.0066176774,1.0
6,652,0.005913753,1.0
6,653,0.006420198,1.0
6,654,0.005511478,1.0
6,655,0.0072656046,1.0
6,656,0.007825103,1.0
6,657,0.0068137883,1.0
6,658,0.00674688,1.0
6,659,0.0072907005,1.0
6,660,0.0066272826,1.0
6,661,0.0061597954,1.0
6,662,0.0055054445,1.0
6,663,0.006186905,1.0
6,664,0.0069934037,1.0
6,665,0.0064432956,1.0
6,666,0.008008168,1.0
7,667,0.006548611,1.0
7,668,0.005807889,1.0
7,669,0.0056659775,1.0
7,670,0.0060183834,1.0
7,671,0.006531643,1.0
7,672,0.005977971,1.0
7,673,0.005797265,1.0
7,674,0.0065195756,1.0
7,675,0.0062944978,1.0
7,676,0.006001179,1.0
7,677,0.00608659,1.0
7,678,0.0067702355,1.0
7,679,0.0075359927,1.0
7,680,0.0064207506,1.0
7,681,0.007027153,1.0
7,682,0.0067151715,1.0
7,683,0.006584332,1.0
7,684,0.007457282,1.0
8,685,0.006027771,1.0
8,686,0.007004678,1.0
8,687,0.005921589,1.0
8,688,0.00611721,1.0
8,689,0.006495403,1.0
8,690,0.0071737855,1.0
8,691,0.0075000394,1.0
8,692,0.0067066737,1.0
8,693,0.0065359976,1.0
8,694,0.0060336953,1.0
8,695,0.0061306716,1.0
8,696,0.0064927097,1.0
8,697,0.0055998247,1.0
8,698,0.006176419,1.0
8,699,0.0067157103,1.0
8,700,0.006465578,1.0
8,701,0.006242981,1.0
8,702,0.007339837,1.0
9,703,0.0065211803,1.0
9,704,0.0059350603,1.0
9,705,0.006236178,1.0
9,706,0.005810391,1.0
9,707,0.0059791375,1.0
9,708,0.0059938743,1.0
9,709,0.0066429437,1.0
9,710,0.0059440983,1.0
9,711,0.006076221,1.0
9,712,0.0060259537,1.0
9,713,0.0066457414,1.0
9,714,0.006881124,1.0
9,715,0.0065687313,1.0
9,716,0.006615894,1.0
9,717,0.006295557,1.0
9,718,0.0061634984,1.0
9,719,0.006241758,1.0
9,720,0.0069866073,1.0
10,721,0.0060033207,1.0
10,722,0.00776307,1.0
10,723,0.0058727306,1.0
10,724,0.006583408,1.0
10,725,0.006334386,1.0
10,726,0.0064486647,1.0
10,727,0.006692769,1.0
10,728,0.0061792377,1.0
10,729,0.0067881555,1.0
10,730,0.005975936,1.0
10,731,0.0057768156,1.0
10,732,0.0055387295,1.0
10,733,0.006405645,1.0
10,734,0.0055579836,1.0
10,735,0.005708703,1.0
10,736,0.0061849486,1.0
10,737,0.0065413173,1.0
10,738,0.0067621907,1.0
11,739,0.006793452,1.0
11,740,0.006550132,1.0
11,741,0.0051797503,1.0
11,742,0.006329089,1.0
11,743,0.0058577443,1.0
11,744,0.0067736236,1.0
11,745,0.005923356,1.0
11,746,0.0060752723,1.0
11,747,0.006241402,1.0
11,748,0.0064435373,1.0
11,749,0.006686771,1.0
11,750,0.006445425,1.0
11,751,0.005852501,1.0
11,752,0.006819798,1.0
11,753,0.005674534,1.0
11,754,0.00664376,1.0
11,755,0.0059969462,1.0
11,756,0.0095609855,1.0
12,757,0.0064946366,1.0
12,758,0.0058197654,1.0
12,759,0.006386955,1.0
12,760,0.0051856595,1.0
12,761,0.0062021525,1.0
12,762,0.006513051,1.0
12,763,0.0057486338,1.0
12,764,0.0072496487,1.0
12,765,0.0069405963,1.0
12,766,0.005797591,1.0
12,767,0.00693176,1.0
12,768,0.0069309603,1.0
12,769,0.0059440034,1.0
12,770,0.0059143533,1.0
12,771,0.006544745,1.0
12,772,0.006004478,1.0
12,773,0.005782607,1.0
12,774,0.007135567,1.0
13,775,0.006104949,1.0
13,776,0.0071491287,1.0
13,777,0.0059928834,1.0
13,778,0.005787336,1.0
13,779,0.0062031015,1.0
13,780,0.006416226,1.0
13,781,0.006409919,1.0
13,782,0.0055493917,1.0
13,783,0.0064862394,1.0
13,784,0.006912613,1.0
13,785,0.0059012743,1.0
13,786,0.0059252316,1.0
13,787,0.0061592585,1.0
13,788,0.006102171,1.0
13,789,0.0067774267,1.0
13,790,0.006597197,1.0
13,791,0.0068163276,1.0
13,792,0.0059165037,1.0
14,793,0.0065933038,1.0
14,794,0.006430825,1.0
14,795,0.006143632,1.0
14,796,0.006383794,1.0
14,797,0.0058847712,1.0
14,798,0.0060112793,1.0
14,799,0.006193155,1.0
14,800,0.006464035,1.0
14,801,0.006841064,1.0
14,802,0.0059498893,1.0
14,803,0.006548786,1.0
14,804,0.0060201627,1.0
14,805,0.0063695447,1.0
14,806,0.005858531,1.0
14,807,0.005713067,1.0
14,808,0.0069381045,1.0
14,809,0.005628967,1.0
14,810,0.008644118,1.0
15,811,0.006490758,1.0
15,812,0.0056026224,1.0
15,813,0.006594554,1.0
15,814,0.006477028,1.0
15,815,0.0062484215,1.0
15,816,0.0063963113,1.0
15,817,0.0063140374,1.0
15,818,0.0065242187,1.0
15,819,0.0062935487,1.0
15,820,0.005589392,1.0
15,821,0.005387883,1.0
15,822,0.005487633,1.0
15,823,0.0066629397,1.0
15,824,0.006311609,1.0
15,825,0.0052999742,1.0
15,826,0.005810925,1.0
15,827,0.006703194,1.0
15,828,0.008852142,1.0
16,829,0.0061245877,1.0
16,830,0.006693655,1.0
16,831,0.0059067965,1.0
16,832,0.0063712206,1.0
16,833,0.0071182866,1.0
16,834,0.006581488,1.0
16,835,0.0059336857,1.0
16,836,0.0064899647,1.0
16,837,0.0057253595,1.0
16,838,0.0064909793,1.0
16,839,0.0065537784,1.0
16,840,0.0061566466,1.0
16,841,0.0063459617,1.0
16,842,0.005710991,1.0
16,843,0.006987367,1.0
16,844,0.0062016766,1.0
16,845,0.0062052906,1.0
16,846,0.007146991,1.0
17,847,0.0058544846,1.0
17,848,0.0066259736,1.0
17,849,0.006104229,1.0
17,850,0.0063206274,1.0
17,851,0.00665538,1.0
17,852,0.006424583,1.0
17,853,0.005959617,1.0
17,854,0.0064354027,1.0
17,855,0.005722422,1.0
17,856,0.006348735,1.0
17,857,0.006214909,1.0
17,858,0.0059098126,1.0
17,859,0.0055682035,1.0
17,860,0.005987344,1.0
17,861,0.0062702163,1.0
17,862,0.0060762004,1.0
17,863,0.005860471,1.0
17,864,0.0072341627,1.0
18,865,0.0067848023,1.0
18,866,0.006476626,1.0
18,867,0.0054247086,1.0
18,868,0.005916747,1.0
18,869,0.0058327294,1.0
18,870,0.006391846,1.0
18,871,0.0077061527,1.0
18,872,0.006669083,1.0
18,873,0.00591958,1.0
18,874,0.006728971,1.0
18,875,0.0066767503,1.0
18,876,0.005255126,1.0
18,877,0.006206301,1.0
18,878,0.0062573375,1.0
18,879,0.0057604616,1.0
18,880,0.0064405375,1.0
18,881,0.0061104037,1.0
18,882,0.008760048,1.0
19,883,0.0054244082,1.0
19,884,0.0070193964,1.0
19,885,0.0061757728,1.0
19,886,0.006295093,1.0
19,887,0.006975121,1.0
19,888,0.006008474,1.0
19,889,0.0054764356,1.0
19,890,0.006456863,1.0
19,891,0.006504672,1.0
19,892,0.007309121,1.0
19,893,0.0064451294,1.0
19,894,0.0065382514,1.0
19,895,0.0061443113,1.0
19,896,0.0055729044,1.0
19,897,0.0065509127,1.0
19,898,0.0062438315,1.0
19,899,0.005674965,1.0
19,900,0.008069177,1.0
20,901,0.0054048616,1.0
20,902,0.0055349763,1.0
20,903,0.006139299,1.0
20,904,0.005675348,1.0
20,905,0.006497671,1.0
20,906,0.006549974,1.0
20,907,0.0064348467,1.0
20,908,0.0060328864,1.0
20,909,0.0068858135,1.0
20,910,0.00620722,1.0
20,911,0.006895315,1.0
20,912,0.0057680868,1.0
20,913,0.0064989966,1.0
20,914,0.0054501104,1.0
20,915,0.0056758057,1.0
20,916,0.007296113,1.0
20,917,0.0061364807,1.0
20,918,0.007078611,1.0
21,919,0.0070385532,1.0
21,920,0.007307808,1.0
21,921,0.0060088737,1.0
21,922,0.006254503,1.0
21,923,0.0054747425,1.0
21,924,0.006137686,1.0
21,925,0.006535498,1.0
21,926,0.006263445,1.0
21,927,0.0061171027,1.0
21,928,0.006395327,1.0
21,929,0.0056652697,1.0
21,930,0.006229334,1.0
21,931,0.0060854643,1.0
21,932,0.005545414,1.0
21,933,0.0064684288,1.0
21,934,0.006173031,1.0
21,935,0.0057508294,1.0
21,936,0.008075062,1.0
22,937,0.0074932347,1.0
22,938,0.00586045,1.0
22,939,0.0060293917,1.0
22,940,0.0062031806,1.0
22,941,0.0060802163,1.0
22,942,0.0064989245,1.0
22,943,0.0057511027,1.0
22,944,0.006521328,1.0
22,945,0.0056329183,1.0
22,946,0.00565023,1.0
22,947,0.005860494,1.0
22,948,0.005787309,1.0
22,949,0.0057243216,1.0
22,950,0.005997918,1.0
22,951,0.0063339495,1.0
22,952,0.0062738233,1.0
22,953,0.0063261045,1.0
22,954,0.0073614875,1.0
23,955,0.005802798,1.0
23,956,0.006669628,1.0
23,957,0.0058814357,1.0
23,958,0.0057234927,1.0
23,959,0.005855674,1.0
23,960,0.0057650725,1.0
23,961,0.006724796,1.0
23,962,0.0065050586,1.0
23,963,0.0062519056,1.0
23,964,0.007158561,1.0
23,965,0.0059394324,1.0
23,966,0.0062823226,1.0
23,967,0.006023443,1.0
23,968,0.006261032,1.0
23,969,0.0068209083,1.0
23,970,0.0056284624,1.0
23,971,0.0068919,1.0
