epoch,batch,train_loss,train_accuracy
23,972,0.009060099,1.0
24,973,0.0061086123,1.0
24,974,0.006732625,1.0
24,975,0.006858275,1.0
24,976,0.0059502693,1.0
24,977,0.0060524107,1.0
24,978,0.006526249,1.0
24,979,0.0065124296,1.0
24,980,0.006580745,1.0
24,981,0.0060560657,1.0
24,982,0.0062425504,1.0
24,983,0.0059097214,1.0
24,984,0.005446261,1.0
24,985,0.0058136703,1.0
24,986,0.0058592875,1.0
24,987,0.0060765445,1.0
24,988,0.0057162032,1.0
24,989,0.006140257,1.0
24,990,0.0070400154,1.0
25,991,0.005930952,1.0
25,992,0.005926758,1.0
25,993,0.0054588546,1.0
25,994,0.006375581,1.0
25,995,0.007052662,1.0
25,996,0.0060429913,1.0
25,997,0.006820387,1.0
25,998,0.005583802,1.0
25,999,0.0064668534,1.0
25,1000,0.0060288627,1.0
25,1001,0.0057202475,1.0
25,1002,0.0058445483,1.0
25,1003,0.0069509256,1.0
25,1004,0.00675923,1.0
25,1005,0.0057804394,1.0
25,1006,0.0064590843,1.0
25,1007,0.0063740853,1.0
25,1008,0.007270038,1.0
26,1009,0.006742188,1.0
26,1010,0.0060278387,1.0
26,1011,0.0057108738,1.0
26,1012,0.0063336855,1.0
26,1013,0.005868277,1.0
26,1014,0.0060726684,1.0
26,1015,0.005602217,1.0
26,1016,0.005768974,1.0
26,1017,0.005471268,1.0
26,1018,0.0070653236,1.0
26,1019,0.006809092,1.0
26,1020,0.005928561,1.0
26,1021,0.006421144,1.0
26,1022,0.0066913343,1.0
26,1023,0.005981284,1.0
26,1024,0.005961628,1.0
26,1025,0.0057284557,1.0
26,1026,0.008494525,1.0
27,1027,0.006721569,1.0
27,1028,0.0059905034,1.0
27,1029,0.005852055,1.0
27,1030,0.006827969,1.0
27,1031,0.0057226424,1.0
27,1032,0.0062355865,1.0
27,1033,0.0059649106,1.0
27,1034,0.0050820406,1.0
27,1035,0.0055271327,1.0
27,1036,0.0058871005,1.0
27,1037,0.005843034,1.0
27,1038,0.0058416985,1.0
27,1039,0.0053298217,1.0
27,1040,0.006413434,1.0
27,1041,0.005948544,1.0
27,1042,0.0062491866,1.0
27,1043,0.0059316815,1.0
27,1044,0.007552976,1.0
28,1045,0.0065600765,1.0
28,1046,0.006430692,1.0
28,1047,0.005831346,1.0
28,1048,0.006086379,1.0
28,1049,0.0065470557,1.0
28,1050,0.006899284,1.0
28,1051,0.005892442,1.0
28,1052,0.005726967,1.0
28,1053,0.0059718774,1.0
28,1054,0.005398886,1.0
28,1055,0.006180221,1.0
28,1056,0.0055730273,1.0
28,1057,0.006432737,1.0
28,1058,0.0061914492,1.0
28,1059,0.0061832545,1.0
28,1060,0.006516274,1.0
28,1061,0.0058436748,1.0
28,1062,0.0066006226,1.0
29,1063,0.005748908,1.0
29,1064,0.0055566384,1.0
29,1065,0.006017085,1.0
29,1066,0.0065835924,1.0
29,1067,0.0066297944,1.0
29,1068,0.005941461,1.0
29,1069,0.0057698125,1.0
29,1070,0.008361794,1.0
29,1071,0.0055579264,1.0
29,1072,0.006074588,1.0
29,1073,0.0063415384,1.0
29,1074,0.006107873,1.0
29,1075,0.006485703,1.0
29,1076,0.007475909,1.0
29,1077,0.006219521,1.0
29,1078,0.006035787,1.0
29,1079,0.005740926,1.0
29,1080,0.0069190236,1.0
30,1081,0.006560826,1.0
30,1082,0.006235751,1.0
30,1083,0.005998939,1.0
30,1084,0.006398989,1.0
30,1085,0.0064066714,1.0
30,1086,0.005771103,1.0
30,1087,0.005999934,1.0
30,1088,0.0071797804,1.0
30,1089,0.006274906,1.0
30,1090,0.0057304557,1.0
30,1091,0.005819169,1.0
30,1092,0.0062881405,1.0
30,1093,0.0062825885,1.0
30,1094,0.0058303177,1.0
30,1095,0.0059384014,1.0
30,1096,0.006450219,1.0
30,1097,0.00650458,1.0
30,1098,0.008515224,1.0
